date,ticker,signal,pred_rank,y_pred,y_true,K,execution_date_note
2021-07-20,CVX,1,2,-0.00055038184,0.033514723,3,execute_at_open_t+1
2021-07-20,XOM,1,3,-0.0005976241,0.031659346,3,execute_at_open_t+1
2021-07-21,WMT,1,1,0.00017491728,0.00070811505,3,execute_at_open_t+1
2021-07-21,AAPL,1,2,-0.0005694404,0.009582551,3,execute_at_open_t+1
2021-07-21,BRK_B,1,3,-0.0010489933,-0.007819545,3,execute_at_open_t+1
2021-07-22,GE,1,1,0.00028304197,0.00078709173,3,execute_at_open_t+1
2021-07-22,WMT,1,2,0.00027584285,0.008177698,3,execute_at_open_t+1
2021-07-22,BRK_B,1,3,0.00018964522,0.0028407578,3,execute_at_open_t+1
2021-07-23,GE,1,1,8.324161e-05,0.016387412,3,execute_at_open_t+1
2021-07-23,XOM,1,2,-5.7626516e-05,0.02493204,3,execute_at_open_t+1
2021-07-23,BRK_B,1,3,-0.00013982784,0.0011125267,3,execute_at_open_t+1
2021-07-26,BRK_B,1,1,6.8936497e-06,0.007076766,3,execute_at_open_t+1
2021-07-26,JNJ,1,2,-0.0001595784,0.0045859655,3,execute_at_open_t+1
2021-07-26,WMT,1,3,-0.00022304244,7.010902e-05,3,execute_at_open_t+1
2021-07-27,AAPL,1,1,0.00011902861,-0.012270934,3,execute_at_open_t+1
2021-07-27,WMT,1,2,3.4902245e-05,-0.00407447,3,execute_at_open_t+1
2021-07-27,IBM,1,3,-1.6802922e-05,-0.006888822,3,execute_at_open_t+1
2021-07-28,IBM,1,1,0.0007807873,0.0011279521,3,execute_at_open_t+1
2021-07-28,WMT,1,2,0.00040123053,0.0012662682,3,execute_at_open_t+1
2021-07-28,AAPL,1,3,0.00012774952,0.0045420215,3,execute_at_open_t+1
2021-07-29,IBM,1,1,0.0006044274,-0.006857816,3,execute_at_open_t+1
2021-07-29,WMT,1,2,0.0003100913,0.0021770436,3,execute_at_open_t+1
2021-07-29,JNJ,1,3,0.00021505076,0.00011615076,3,execute_at_open_t+1
2021-07-30,IBM,1,1,0.00086174347,0.0032580239,3,execute_at_open_t+1
2021-07-30,GE,1,2,0.000681025,-0.029385071,3,execute_at_open_t+1
